Ctype,ILI POSITIVE,SEASON,STATE_NAME,WEEK,lm,p_sim,p_z_sim,sig_clust,sig_clust_gen,z_sim
4,0.005063855,2017-18,Oregon,38,-0.099902044,0.4111,0.229075027,0,0,-0.741896487
2,0,2017-18,Washington,38,-0.099902044,0.2456,0.423180356,0,0,-0.193763954
3,0,2017-18,Arizona,38,0.27255935,0.3764,0.295605857,0,0,0.537080927
2,0,2017-18,Arkansas,38,-0.230764987,0.1909,0.1896704,0,0,-0.879111541
3,0,2017-18,Colorado,38,0.27255935,0.3931,0.225550982,0,0,0.753579157
3,0,2017-18,Iowa,38,0.050133184,0.4759,0.399587982,0,0,0.254413705
3,0.003683319,2017-18,Kansas,38,0.000810105,0.4516,0.323579311,0,0,0.457713036
4,0.022288936,2017-18,Louisiana,38,-1.366857293,0.4091,0.23924742,0,0,-0.708725497
1,0.009098622,2017-18,Minnesota,38,0.021335285,0.4027,0.464308738,0,0,0.089584407
4,0.006931613,2017-18,Missouri,38,-0.187778949,0.2361,0.206404899,0,0,-0.818959015
3,0,2017-18,Montana,38,0.27255935,0.3791,0.220608489,0,0,0.770139784
2,0,2017-18,Nebraska,38,-0.186997427,0.2518,0.274761403,0,0,-0.598475343
3,0,2017-18,New Mexico,38,0.27255935,0.3708,0.297132303,0,0,0.532666289
1,0.00378378,2017-18,North Dakota,38,0.011748236,0.1086,0.066193216,0,0,1.504757511
3,0,2017-18,Oklahoma,38,0.163155987,0.3734,0.286301746,0,0,0.56422136
1,0.01295035,2017-18,South Dakota,38,0.012667088,0.3298,0.468561307,0,0,0.07888686
3,0,2017-18,Texas,38,0.27255935,0.3809,0.295101259,0,0,0.538542578
3,0,2017-18,Utah,38,0.27255935,0.3922,0.22740149,0,0,0.747431759
3,0,2017-18,Wyoming,38,0.27255935,0.3853,0.224778519,0,0,0.756153719
1,0.018522996,2017-18,Alabama,38,0.612202429,0.2291,0.260729327,0,0,0.641098554
3,0,2017-18,Connecticut,38,0.104456865,0.3237,0.275534672,0,0,0.596158505
3,0,2017-18,Delaware,38,0.109377125,0.302,0.256720436,0,0,0.653489322
2,0,2017-18,District of Columbia,38,-0.111214892,0.2083,0.359536089,0,0,-0.359699082
2,0,2017-18,Florida,38,-0.965212081,0.084,0.031628831,0,0,-1.857376113
1,0.016828308,2017-18,Georgia,38,2.468513117,0.0075,0.000613814,1,0,3.232382
3,0,2017-18,Illinois,38,0.144057119,0.3779,0.281294432,0,0,0.579000458
3,0,2017-18,Indiana,38,0.164031761,0.2937,0.23331795,0,0,0.727963549
3,0,2017-18,Kentucky,38,0.179879797,0.257,0.213186302,0,0,0.795414197
2,0,2017-18,Maine,38,-0.204874208,0.215,0.221385896,0,0,-0.767521035
4,0.008923338,2017-18,Maryland,38,-0.351203168,0.0542,0.202459005,0,0,-0.832870073
3,0,2017-18,Massachusetts,38,0.10674039,0.3488,0.289973441,0,0,0.55346231
4,0.005268402,2017-18,Michigan,38,-0.114947076,0.0001,0.300913406,4,0,-0.521775266
2,0,2017-18,Mississippi,38,-0.630145073,0.0249,0.007808749,2,0,-2.417733785
2,0,2017-18,New Hampshire,38,-0.261672802,0.1247,0.112715519,0,0,-1.212212527
3,0,2017-18,New Jersey,38,0.090279532,0.3044,0.268050307,0,0,0.618720331
3,0.001542225,2017-18,New York,38,0.004160733,0.4834,0.479369767,0,0,0.051735396
2,0,2017-18,North Carolina,38,-0.534283692,0.0186,0.006442728,2,0,-2.486919451
4,0.005933248,2017-18,Ohio,38,-0.111469966,0.1903,0.169370565,0,0,-0.956655573
3,0,2017-18,Pennsylvania,38,0.131891856,0.1879,0.173718571,0,0,0.939572005
3,0,2017-18,Rhode Island,38,0.141002701,0.282,0.248851767,0,0,0.678107503
1,0.030595474,2017-18,South Carolina,38,1.506904368,0.1827,0.159942095,0,0,0.994695898
2,0.000859407,2017-18,Tennessee,38,-0.150424941,0.1957,0.210854755,0,0,-0.803458957
4,0.02252305,2017-18,Vermont,38,-1.311828669,0.0539,0.129961426,0,0,-1.12657349
2,0.001993131,2017-18,Virginia,38,-0.005698276,0.4307,0.475467271,0,0,-0.06153324
3,0,2017-18,West Virginia,38,0.111327981,0.2719,0.23952554,0,0,0.707829603
2,0,2017-18,Wisconsin,38,-0.08911553,0.3192,0.386886196,0,0,-0.287443978
4,0.014728872,2017-18,California,39,-0.522109295,0.0001,0.29556173,4,0,-0.537208705
3,0,2017-18,Idaho,39,0.304299502,0.2639,0.210220809,0,0,0.80565532
2,0,2017-18,Nevada,39,-0.272887027,0.1552,0.245368834,0,0,-0.689136032
3,0,2017-18,Oregon,39,0.304299502,0.2684,0.207907899,0,0,0.813701807
3,0,2017-18,Washington,39,0.304299502,0.474,0.28822285,0,0,0.558583945
3,0,2017-18,Arizona,39,0.304299502,0.4801,0.28422241,0,0,0.570343385
2,0,2017-18,Arkansas,39,-0.569082604,0.0361,0.018907533,2,0,-2.076853689
3,0,2017-18,Colorado,39,0.162007471,0.4205,0.333265157,0,0,0.430914811
3,0,2017-18,Iowa,39,0.13807837,0.3263,0.264907898,0,0,0.628287229
3,0,2017-18,Kansas,39,0.286719797,0.1532,0.175689249,0,0,0.931918786
1,0.010836698,2017-18,Louisiana,39,1.192868858,0.0137,0.001023244,1,0,3.083401466
4,0.008601705,2017-18,Minnesota,39,-0.053446958,0.4959,0.372860757,0,0,-0.324286005
3,0.001157894,2017-18,Missouri,39,0.164360832,0.1958,0.211891845,0,0,0.799874196
3,0,2017-18,Montana,39,0.304299502,0.2615,0.207741729,0,0,0.81428193
3,0,2017-18,Nebraska,39,0.120826509,0.4478,0.342395026,0,0,0.40593542
3,0,2017-18,New Mexico,39,0.304299502,0.4804,0.285128726,0,0,0.567672377
1,0.007527146,2017-18,North Dakota,39,0.068496374,0.1844,0.326431057,0,0,0.44978966
3,0,2017-18,Oklahoma,39,0.304299502,0.1362,0.160801337,0,0,0.9911698
4,0.008546976,2017-18,South Dakota,39,-0.01367971,0.3731,0.471948877,0,0,-0.070371778
3,0,2017-18,Texas,39,0.304299502,0.482,0.286712063,0,0,0.5630158
3,0.005081687,2017-18,Utah,39,0.019175777,0.2993,0.221406024,0,0,0.767453302
3,0,2017-18,Wyoming,39,0.304299502,0.2657,0.209859432,0,0,0.806909086
1,0.01371771,2017-18,Alabama,39,2.068366525,0.0018,7.57E-06,1,0,4.326724767
4,0.010969867,2017-18,Connecticut,39,-0.018158603,0.4269,0.472277178,0,0,-0.069546832
3,0.000889776,2017-18,Delaware,39,0.104996018,0.2738,0.248580991,0,2,0.678961933
2,0,2017-18,District of Columbia,39,-0.003773834,0.3579,0.49626123,0,2,0.009371843
2,0,2017-18,Florida,39,-1.667133462,0.0417,0.001200973,2,0,-3.035427847
1,0.035136344,2017-18,Georgia,39,0.727017894,0.1871,0.222845097,0,0,0.762619765
4,0.005500657,2017-18,Illinois,39,-0.000877595,0.4532,0.420261459,0,0,-0.201224648
4,0.01136222,2017-18,Indiana,39,-0.090561371,0.4898,0.379366466,0,0,-0.307145098
2,0,2017-18,Kentucky,39,-0.009815602,0.3905,0.497509216,0,0,-0.00624351
2,0,2017-18,Maine,39,-0.396514383,0.1169,0.077071344,0,0,-1.425050209
4,0.008498864,2017-18,Maryland,39,-0.145780953,0.0612,0.198093278,0,1,-0.848451528
1,0.0079534,2017-18,Massachusetts,39,0.013394712,0.33,0.436003587,0,0,0.161109479
3,0.0044544,2017-18,Michigan,39,0.054371649,0.4609,0.289175515,0,0,0.555794961
1,0.043952265,2017-18,Mississippi,39,0.938135102,0.1786,0.212099274,0,0,0.799158438
2,0,2017-18,New Hampshire,39,-0.51774268,0.0415,0.01105779,2,0,-2.288376941
3,0,2017-18,New Jersey,39,0.013154879,0.498,0.445772822,0,0,0.136348677
2,0.001095893,2017-18,New York,39,-0.111315471,0.199,0.198508778,0,0,-0.846959752
2,0,2017-18,North Carolina,39,-0.207057145,0.1869,0.189194645,0,0,-0.880867962
4,0.009276804,2017-18,Ohio,39,-0.085067097,0.3465,0.280099324,0,0,-0.582546472
3,0,2017-18,Pennsylvania,39,0.111610612,0.2607,0.222594159,0,2,0.763461327
2,0,2017-18,Rhode Island,39,-0.148394848,0.1883,0.265560998,0,0,-0.626294191
1,0.014559776,2017-18,South Carolina,39,0.732065914,0.1286,0.086163471,0,0,1.364764937
2,0.002255154,2017-18,Tennessee,39,-0.374651049,0.0273,0.006141346,2,0,-2.503916764
4,0.037643948,2017-18,Vermont,39,-0.980675646,0.2967,0.266335965,0,0,-0.623932477
3,0.00200109,2017-18,Virginia,39,0.086560311,0.2459,0.21286751,0,2,0.79651111
3,0,2017-18,West Virginia,39,0.106598326,0.2946,0.251615517,0,2,0.66941461
3,0,2017-18,Wisconsin,39,0.054052505,0.4433,0.422799547,0,0,0.194736682
4,0.010049764,2018-19,California,40,-0.301111463,0.0001,0.269485497,4,0,-0.614369791
2,0,2018-19,Idaho,40,-0.240153283,0.2124,0.29228193,0,0,-0.546730553
3,0,2018-19,Nevada,40,0.018122686,0.3635,0.480542838,0,0,0.048791224
4,0.007239092,2018-19,Oregon,40,-0.107200281,0.2458,0.188370377,0,0,-0.883917492
2,0,2018-19,Washington,40,-0.107200281,0.2905,0.430778824,0,0,-0.174391685
3,0,2018-19,Arizona,40,0.392232197,0.4855,0.264196379,0,0,0.630461386
1,0.013033336,2018-19,Arkansas,40,0.890628139,0.0271,0.009807903,1,1,2.333616621
3,0,2018-19,Colorado,40,0.392232197,0.2164,0.176660934,0,0,0.928165231
2,0,2018-19,Iowa,40,-0.017279392,0.4165,0.48640071,0,0,-0.034094969
2,0,2018-19,Kansas,40,-0.294912983,0.1921,0.2063487,0,0,-0.819156025
4,0.040843935,2018-19,Louisiana,40,-0.245930649,0.3691,0.485071818,0,0,0.03742814
3,0,2018-19,Minnesota,40,0.085535237,0.4759,0.380244283,0,0,0.304839276
2,0.00325971,2018-19,Missouri,40,-0.151842786,0.1428,0.132364434,0,0,-1.115283701
4,0.011238827,2018-19,Montana,40,-0.383146154,0.0001,0.187436682,4,0,-0.887381826
3,0,2018-19,Nebraska,40,0.008482016,0.4065,0.474224278,0,0,0.064655172
3,0,2018-19,New Mexico,40,0.392232197,0.4783,0.259754037,0,2,0.644103881
2,0.004501757,2018-19,North Dakota,40,-0.036517523,0.2339,0.340522199,0,0,-0.411038374
4,0.023985792,2018-19,Oklahoma,40,-0.343928985,0.4684,0.408178755,0,0,-0.232232406
4,0.01453857,2018-19,South Dakota,40,-0.435508607,0.2302,0.224115434,0,0,-0.758367733
2,0,2018-19,Texas,40,-1.262572513,0.0608,0.020729225,0,2,-2.038915623
3,0,2018-19,Utah,40,0.392232197,0.2223,0.178657822,0,0,0.920492128
3,0,2018-19,Wyoming,40,0.006434704,0.3596,0.485925135,0,0,0.035287778
1,0.007830816,2018-19,Alabama,40,0.163053863,0.1339,0.114195659,0,0,1.204513111
4,0.008044088,2018-19,Connecticut,40,-0.115844803,0.0601,0.104923815,0,0,-1.253984528
3,0,2018-19,Delaware,40,0.245995938,0.0842,0.119736359,0,0,1.176305751
3,0,2018-19,District of Columbia,40,0.137141579,0.4384,0.335853926,0,0,0.423805246
2,0,2018-19,Florida,40,-1.944501329,0.019,0.000894462,2,0,-3.123206207
1,0.033870102,2018-19,Georgia,40,1.193072738,0.134,0.12931305,0,0,1.129644384
4,0.024470575,2018-19,Illinois,40,-0.217824568,0.444,0.448824803,0,0,-0.128631037
1,0.009283892,2018-19,Indiana,40,0.169216433,0.1694,0.162031462,0,0,0.986143045
2,0.003191103,2018-19,Kentucky,40,-0.06458194,0.2649,0.302528024,0,0,-0.517143415
3,0,2018-19,Maine,40,0.221577513,0.2564,0.229028386,0,0,0.742050445
3,0.004844021,2018-19,Maryland,40,0.047721222,0.0469,0.174466092,3,0,0.936662514
3,0.002317664,2018-19,Massachusetts,40,0.124927819,0.1848,0.191332496,0,0,0.87299649
3,0.002765259,2018-19,Michigan,40,0.201454105,0.0001,0.263797379,3,0,0.631681898
2,0,2018-19,Mississippi,40,-0.810062138,0.0183,0.004583401,2,0,-2.605769936
3,0,2018-19,New Hampshire,40,0.119426765,0.3681,0.310059083,0,0,0.495682881
3,0,2018-19,New Jersey,40,0.21870052,0.0858,0.10397131,0,0,1.259242876
3,0.004631179,2018-19,New York,40,0.040349148,0.1093,0.116425326,0,3,1.193047804
1,0.010049838,2018-19,North Carolina,40,0.212667127,0.1426,0.129122999,0,0,1.130546543
4,0.007462181,2018-19,Ohio,40,-0.057786753,0.2407,0.20973503,0,0,-0.807340982
3,0,2018-19,Pennsylvania,40,0.215770182,0.0815,0.098529861,0,0,1.289973895
3,0,2018-19,Rhode Island,40,0.151949225,0.3056,0.269159232,0,0,0.615357786
1,0.018949036,2018-19,South Carolina,40,1.829846398,0.0469,0.011992007,1,0,2.25738523
2,0.002816062,2018-19,Tennessee,40,-0.130312713,0.1817,0.196072441,0,0,-0.855734084
4,0.006923077,2018-19,Vermont,40,-0.058383788,0.1214,0.154942776,0,0,-1.015462208
3,0.002438208,2018-19,Virginia,40,0.065894048,0.3148,0.275612628,0,0,0.595925112
3,0,2018-19,West Virginia,40,0.119823885,0.2883,0.257165461,0,0,0.652108903
3,0,2018-19,Wisconsin,40,0.32387509,0.1585,0.172353741,0,0,0.944904798
4,0.015520596,2018-19,California,41,-0.432647944,0.0001,0.253986238,4,0,-0.661998044
1,0.0090244,2018-19,Idaho,41,0.001637906,0.3525,0.490081308,0,0,0.024865035
2,0,2018-19,Nevada,41,-0.024279674,0.3565,0.477099737,0,0,-0.057434007
4,0.010315409,2018-19,Oregon,41,-0.062253012,0.3906,0.329508746,0,0,-0.441270068
2,0,2018-19,Washington,41,-0.135194407,0.3043,0.424933133,0,0,-0.189289064
4,0.010630984,2018-19,Arizona,41,-0.153228129,0.0001,0.251865313,4,0,-0.668631417
1,0.016529232,2018-19,Arkansas,41,0.167169958,0.2732,0.30041511,0,1,0.523206987
4,0.011459679,2018-19,Colorado,41,-0.200584403,0.0001,0.169955272,4,0,-0.95434202
3,0,2018-19,Iowa,41,0.351311629,0.0554,0.104259749,0,3,1.25764686
3,0,2018-19,Kansas,41,0.111170075,0.4825,0.376716362,0,3,0.314116281
4,0.03065424,2018-19,Louisiana,41,-0.239993458,0.4058,0.450792546,0,1,-0.123659233
3,0.004118184,2018-19,Minnesota,41,0.046378658,0.4848,0.387182854,0,0,0.286669088
3,0,2018-19,Missouri,41,0.129172171,0.4099,0.33558242,0,3,0.424549875
3,0.005845187,2018-19,Montana,41,0.050698455,0.3936,0.343261586,0,0,0.403577857
3,0,2018-19,Nebraska,41,0.109873112,0.4773,0.376171364,0,3,0.315551799
2,0,2018-19,New Mexico,41,-0.153228129,0.2778,0.421499399,0,2,-0.198059133
1,0.010847698,2018-19,North Dakota,41,0.057355087,0.2598,0.374703001,0,0,0.319422697
1,0.01586457,2018-19,Oklahoma,41,0.563413473,0.1052,0.067046378,0,1,1.498155878
4,0.01575296,2018-19,South Dakota,41,-0.164371774,0.4413,0.344225685,0,0,-0.40095756
1,0.045216279,2018-19,Texas,41,2.12033758,0.1389,0.186130837,0,0,0.892244913
3,0,2018-19,Utah,41,0.162010084,0.4605,0.365488982,0,0,0.343824913
2,0,2018-19,Wyoming,41,-0.040945403,0.3078,0.471197871,0,0,-0.072259063
1,0.016376195,2018-19,Alabama,41,0.61450119,0.1017,0.063391599,0,0,1.526910782
4,0.011582034,2018-19,Connecticut,41,-0.12085635,0.1065,0.14087111,0,0,-1.076413829
3,0.000584897,2018-19,Delaware,41,0.244105484,0.0865,0.11902692,0,0,1.179865181
3,0,2018-19,District of Columbia,41,0.106822626,0.489,0.381961309,0,0,0.300333717
2,0,2018-19,Florida,41,-2.405652209,0.0001,0.000221091,2,0,-3.513537884
1,0.050046513,2018-19,Georgia,41,2.340918438,0.0501,0.028987044,0,0,1.895893812
3,0.004926901,2018-19,Illinois,41,0.124756544,0.1366,0.160863644,0,0,0.990914589
3,0.00622104,2018-19,Indiana,41,0.056162409,0.201,0.1950312,0,0,0.859504209
3,0,2018-19,Kentucky,41,0.180054485,0.3156,0.267804497,0,0,0.619466638
3,0,2018-19,Maine,41,0.076445798,0.4975,0.402388762,0,0,0.247168885
4,0.009875306,2018-19,Maryland,41,-0.100426869,0.0064,0.13514031,4,0,-1.102416551
3,0,2018-19,Massachusetts,41,0.125182643,0.3652,0.311093401,0,0,0.492753456
4,0.00989368,2018-19,Michigan,41,-0.11109445,0.0001,0.252497372,4,0,-0.666651532
2,0,2018-19,Mississippi,41,-0.607785519,0.0601,0.035680014,0,0,-1.803179501
2,0,2018-19,New Hampshire,41,-0.040965909,0.3854,0.457237814,0,0,-0.107394991
3,0,2018-19,New Jersey,41,0.209837574,0.117,0.125767239,0,3,1.146630227
3,0.003926052,2018-19,New York,41,0.077058282,0.2384,0.215017769,0,3,0.78913084
2,0,2018-19,North Carolina,41,-0.482445536,0.0646,0.042990047,0,0,-1.716994951
3,0.005607341,2018-19,Ohio,41,0.096327433,0.0588,0.090802752,0,0,1.335827987
3,0,2018-19,Pennsylvania,41,0.269394327,0.0463,0.067598277,3,0,1.493919906
3,0.003768956,2018-19,Rhode Island,41,0.100154572,0.2495,0.236386427,0,0,0.717974753
1,0.038631544,2018-19,South Carolina,41,2.248736613,0.0914,0.045546695,0,0,1.689658069
2,0.005754616,2018-19,Tennessee,41,-0.066602107,0.196,0.223500548,0,0,-0.760424143
4,0.02055691,2018-19,Vermont,41,-0.523046562,0.0809,0.128815487,0,0,-1.132008233
3,0,2018-19,Virginia,41,0.18998037,0.1823,0.174234207,0,0,0.937564207
3,0,2018-19,West Virginia,41,0.316979391,0.0338,0.06513711,3,0,1.513021414
3,0,2018-19,Wisconsin,41,0.173348066,0.3748,0.315555537,0,0,0.48016359
4,0.021848094,2018-19,California,42,-0.488911235,0.0001,0.291686213,4,0,-0.548465335
3,0.00197542,2018-19,Idaho,42,0.208560717,0.2923,0.244984926,0,3,0.690356776
2,0,2018-19,Nevada,42,-0.192619607,0.222,0.320052188,0,0,-0.467552868
3,0.003170852,2018-19,Oregon,42,0.188995708,0.2346,0.226698784,0,0,0.749762815
3,0,2018-19,Washington,42,0.211535034,0.4508,0.352657602,0,0,0.378155333
4,0.028089204,2018-19,Arizona,42,-0.722969465,0.0001,0.288107723,4,0,-0.55892128
1,0.054610668,2018-19,Arkansas,42,4.839139233,0.003,9.33E-05,1,1,3.736573258
4,0.01757732,2018-19,Colorado,42,-0.241441548,0.3924,0.280694792,0,0,-0.580778742
3,0,2018-19,Iowa,42,0.194187399,0.2256,0.202628188,0,3,0.832270327
2,0,2018-19,Kansas,42,-0.006000452,0.3768,0.496176016,0,0,-0.009585453
1,0.072046242,2018-19,Louisiana,42,9.806599976,0.0022,9.80E-06,1,0,4.26930404
4,0.016607521,2018-19,Minnesota,42,-0.140976444,0.3684,0.290082985,0,4,-0.553142306
2,0.003259455,2018-19,Missouri,42,-0.117147512,0.2331,0.261898977,0,3,-0.63750193
3,0,2018-19,Montana,42,0.292702305,0.2195,0.227303178,0,0,0.747757642
3,0,2018-19,Nebraska,42,0.098390094,0.4864,0.371090222,0,0,0.328967249
2,0,2018-19,New Mexico,42,-0.722969465,0.109,0.111335801,0,2,-1.219454849
2,0.003431482,2018-19,North Dakota,42,-0.172889715,0.1961,0.248603057,0,0,-0.678892286
1,0.021374045,2018-19,Oklahoma,42,0.455616798,0.167,0.165102111,0,1,0.973702607
4,0.016173522,2018-19,South Dakota,42,-0.099675987,0.4705,0.359377898,0,0,-0.36012214
2,0,2018-19,Texas,42,-0.471133136,0.1677,0.213541484,0,2,-0.794193199
3,0.004688915,2018-19,Utah,42,0.016956979,0.4029,0.4585112,0,0,0.104185174
2,0,2018-19,Wyoming,42,-0.000755948,0.3661,0.493883362,0,0,0.015332738
1,0.024197976,2018-19,Alabama,42,1.317794978,0.0376,0.009590492,1,0,2.34199478
3,0,2018-19,Connecticut,42,0.253124401,0.0404,0.100639623,3,0,1.27791543
3,0.004376642,2018-19,Delaware,42,0.12375938,0.0549,0.104697713,0,0,1.255229591
3,0,2018-19,District of Columbia,42,0.139429888,0.4059,0.322661465,0,0,0.460269307
2,0,2018-19,Florida,42,-1.202902414,0.0617,0.017316434,0,0,-2.112625117
1,0.040886508,2018-19,Georgia,42,0.282233766,0.2715,0.330738035,0,0,0.437876144
3,0,2018-19,Illinois,42,0.246246978,0.195,0.188720879,0,3,0.882619742
3,0,2018-19,Indiana,42,0.268176676,0.106,0.138743281,0,3,1.085982889
3,0.007412184,2018-19,Kentucky,42,0.052473799,0.0206,0.099844658,3,0,1.282437213
3,0,2018-19,Maine,42,0.224421406,0.2359,0.208760953,0,0,0.810727972
3,0.007112885,2018-19,Maryland,42,0.054926524,0.0358,0.184057329,3,0,0.900010509
3,0.00254608,2018-19,Massachusetts,42,0.202384913,0.0246,0.099529577,3,0,1.284236681
3,0.002512589,2018-19,Michigan,42,0.236221648,0.489,0.285148472,0,3,0.567614227
1,0.039212814,2018-19,Mississippi,42,4.092806876,0.0012,6.18E-06,1,0,4.371088787
3,0,2018-19,New Hampshire,42,0.205637934,0.1726,0.178548774,0,0,0.92090975
3,0,2018-19,New Jersey,42,0.22802019,0.0505,0.08103038,0,0,1.398174206
3,0.00376788,2018-19,New York,42,0.14269828,0.0345,0.065102848,3,0,1.513291245
1,0.009888452,2018-19,North Carolina,42,0.004103048,0.3748,0.444681231,0,0,0.139110968
3,0,2018-19,Ohio,42,0.242302649,0.0924,0.119136831,0,3,1.179312752
3,0,2018-19,Pennsylvania,42,0.245562149,0.0274,0.059794069,3,0,1.556504651
3,0,2018-19,Rhode Island,42,0.260897027,0.052,0.124808893,0,0,1.151278242
1,0.01228151,2018-19,South Carolina,42,0.165537801,0.1205,0.108375424,0,0,1.23521406
2,0,2018-19,Tennessee,42,-0.41518103,0.084,0.062697064,0,0,-1.532520154
3,0.007986648,2018-19,Vermont,42,0.027996332,0.0294,0.107208298,3,0,1.241512192
3,0.004723008,2018-19,Virginia,42,0.088780318,0.1352,0.145425798,0,0,1.056255293
3,0,2018-19,West Virginia,42,0.19398886,0.1223,0.132454699,0,0,1.114862384
3,0,2018-19,Wisconsin,42,0.089309783,0.4885,0.38401935,0,3,0.294941329
4,0.01110445,2018-19,California,43,-0.050739089,0.0001,0.276712613,4,0,-0.592635335
3,0,2018-19,Idaho,43,0.342502815,0.1731,0.195078428,0,3,0.859332939
3,0,2018-19,Nevada,43,0.044516053,0.4014,0.449889983,0,0,0.125939309
3,0,2018-19,Oregon,43,0.342502815,0.1688,0.198930415,0,0,0.845447864
3,0,2018-19,Washington,43,0.342502815,0.4207,0.275399324,0,0,0.596563798
3,0,2018-19,Arizona,43,0.342502815,0.4181,0.273487271,0,0,0.602299878
1,0.020419028,2018-19,Arkansas,43,0.594805406,0.0523,0.026292336,0,1,1.938316073
3,0.009416593,2018-19,Colorado,43,0.006580196,0.3815,0.271632247,0,3,0.607883877
3,0.002282071,2018-19,Iowa,43,0.173109969,0.1801,0.178314188,0,3,0.921808687
2,0,2018-19,Kansas,43,-0.074284824,0.3009,0.420105446,0,3,-0.201623731
4,0.076082688,2018-19,Louisiana,43,-0.405541188,0.3687,0.492375448,0,1,-0.019113081
3,0.004156056,2018-19,Minnesota,43,0.098833942,0.3249,0.265836356,0,0,0.625454638
3,0.002616632,2018-19,Missouri,43,0.029301451,0.457,0.434562708,0,3,0.164769495
3,0,2018-19,Montana,43,0.342502815,0.1688,0.194056553,0,0,0.863044307
3,0,2018-19,Nebraska,43,0.160292477,0.4068,0.310382211,0,3,0.494767255
3,0,2018-19,New Mexico,43,0.342502815,0.4093,0.272699672,0,2,0.604668407
3,0.006300882,2018-19,North Dakota,43,0.01426187,0.3814,0.462162769,0,0,0.094986515
1,0.029226476,2018-19,Oklahoma,43,0.635775803,0.1641,0.16461344,0,1,0.975672306
4,0.011860217,2018-19,South Dakota,43,-0.050406368,0.3141,0.25162784,0,4,-0.669375964
1,0.043295672,2018-19,Texas,43,2.407488888,0.0836,0.104587605,0,1,1.255836627
3,0.005262405,2018-19,Utah,43,0.088293873,0.4385,0.316049977,0,3,0.478773242
3,0,2018-19,Wyoming,43,0.174954341,0.4446,0.326118399,0,0,0.450656973
1,0.0224187,2018-19,Alabama,43,0.624602297,0.1079,0.071850871,0,0,1.462144045
4,0.013785138,2018-19,Connecticut,43,-0.048572421,0.3456,0.295136072,0,0,-0.5384417
3,0.003234837,2018-19,Delaware,43,0.119243491,0.1679,0.1803805,0,0,0.913915973
3,0,2018-19,District of Columbia,43,0.154694599,0.3682,0.309752862,0,0,0.496550987
2,0,2018-19,Florida,43,-2.063950868,0.021,0.000278026,2,0,-3.452192071
1,0.06795396,2018-19,Georgia,43,2.055020247,0.0731,0.04115205,0,0,1.737470824
3,0.00928016,2018-19,Illinois,43,0.009624975,0.2277,0.207161979,0,0,0.816308072
3,0.00518224,2018-19,Indiana,43,0.098872917,0.2171,0.201364581,0,0,0.836757019
3,0,2018-19,Kentucky,43,0.207529901,0.2139,0.205162053,0,0,0.823323406
3,0,2018-19,Maine,43,0.068992996,0.4948,0.39847419,0,0,0.25729846
3,0.004371492,2018-19,Maryland,43,0.133679388,0.1346,0.219207824,0,0,0.774871409
4,0.023097286,2018-19,Massachusetts,43,-0.265687738,0.2165,0.215235779,0,0,-0.788384973
3,0.00407898,2018-19,Michigan,43,0.198053891,0.4333,0.274911209,0,0,0.598026251
2,0,2018-19,Mississippi,43,-0.845712692,0.0099,0.001534734,2,0,-2.96069393
3,0,2018-19,New Hampshire,43,0.012192013,0.4406,0.469925159,0,0,0.075457994
3,0,2018-19,New Jersey,43,0.118255851,0.254,0.226753617,0,0,0.749580772
3,0.004771158,2018-19,New York,43,0.061759101,0.26,0.228799761,0,0,0.742805372
1,0.023429565,2018-19,North Carolina,43,0.598136738,0.0686,0.038940117,0,0,1.763120111
3,0.003396877,2018-19,Ohio,43,0.138126686,0.1403,0.155196117,0,0,1.014399352
3,0,2018-19,Pennsylvania,43,0.150304398,0.1765,0.167629769,0,0,0.963574019
2,0,2018-19,Rhode Island,43,-0.07468113,0.2859,0.385223251,0,0,-0.291790902
1,0.035457604,2018-19,South Carolina,43,2.730270515,0.0093,0.000610722,1,0,3.233824848
2,0.002330064,2018-19,Tennessee,43,-0.171901345,0.18,0.20371942,0,0,-0.828409124
4,0.010256832,2018-19,Vermont,43,-0.009125144,0.3133,0.267169893,0,0,-0.621394962
4,0.0188437,2018-19,Virginia,43,-0.086619012,0.3927,0.330105001,0,0,-0.439623244
3,0,2018-19,West Virginia,43,0.083861115,0.3636,0.311035709,0,0,0.492916741
3,0,2018-19,Wisconsin,43,0.216790812,0.3081,0.246657661,0,0,0.685045323
1,0.038417199,2018-19,California,44,0.543070076,0.1831,0.278878898,0,0,0.586175183
3,0,2018-19,Idaho,44,0.341489912,0.2544,0.222426631,0,0,0.76402346
1,0.0274708,2018-19,Nevada,44,0.128392532,0.242,0.354751091,0,0,0.372524759
3,0,2018-19,Oregon,44,0.446344024,0.1399,0.165776177,0,0,0.970991817
3,0,2018-19,Washington,44,0.446344024,0.3698,0.245203976,0,0,0.689660116
4,0.027469125,2018-19,Arizona,44,-0.269867456,0.4649,0.313555944,0,0,-0.48579589
1,0.081074466,2018-19,Arkansas,44,1.545603234,0.1198,0.08886759,0,0,1.347761264
3,0.00521354,2018-19,Colorado,44,0.293773978,0.1525,0.162263568,0,0,0.985197364
3,0,2018-19,Iowa,44,0.245398712,0.1878,0.186588998,0,3,0.890536282
2,0,2018-19,Kansas,44,-0.058787875,0.3305,0.446526323,0,3,-0.134442539
1,0.028002828,2018-19,Louisiana,44,0.946967762,0.0481,0.008355399,1,1,2.39300972
